"","X","Y"
"1",0.339788728130165,1.05913666947702
"2",-0.61921346119455,0.734868400569697
"3",0.751597954998328,1.37763340727091
"4",0.0269597754603331,-0.919582965567021
"5",-1.11913294317931,-0.781516410886592
"6",0.787797486197857,0.0924642806104455
"7",-1.49855589427891,-1.19052596405052
"8",-0.755485946513546,-1.70048247275183
"9",-1.24259447255523,0.212449330053659
"10",-0.384321523555144,-0.682155260829699
"11",-0.299968692574604,-0.731788430821767
"12",-0.366356257656121,0.442688771133359
"13",1.42588880526844,1.7920042361572
"14",-1.17411792858079,-0.687460997647143
"15",-0.20052388610218,1.24809480767539
"16",-0.211602387089614,0.0860759453430836
"17",0.30321617725698,-1.01760861853055
"18",1.2542227433904,0.696847368281284
"19",0.262554923230202,0.574103717979876
"20",1.34278253294676,0.269906815201712
"21",-0.756415101506942,-0.56141041017475
"22",0.0425098722083158,1.52133372587427
"23",-0.923441277929069,-0.610623688233647
"24",0.405830265979949,0.212348067778624
"25",0.835298689484615,1.68773536120414
"26",-0.210686734264663,-1.26983582596095
"27",-0.472427062747829,-0.0633769644582303
"28",-1.08574716058657,-0.299141761815785
"29",0.111943804444136,0.955847578979233
"30",-1.6211453394178,0.923084965611965
"31",1.55086479059974,2.00229043940245
"32",-1.47968982788945,-1.8981453989093
"33",-0.294703561094116,0.529886958803045
"34",0.186251231268322,-0.333613107638452
"35",-0.332455019388546,-1.27170173850931
"36",1.5337154638806,0.880648162232147
"37",0.252387891060719,0.681857644162913
"38",-1.83715034426256,-2.19033711814557
"39",-0.503780204694013,-0.435755177234812
"40",0.361746284603787,1.80241374579137
"41",-0.734774238984762,1.71116527640855
"42",1.74088941375447,-0.622834516644202
"43",-0.561685431384837,-1.96484385301687
"44",-0.40786465684024,1.53986765692697
"45",0.181976304055958,-0.851100302135025
"46",1.5491150095281,0.30717797257375
"47",-0.468599166624787,-0.046857475503051
"48",-1.23795275417915,0.0941533462123174
"49",-1.71868083002601,-1.87054935456266
"50",-0.955416160121952,-1.86655624591677
"51",-0.823342972119233,0.275419092794965
"52",0.0030716879225823,-0.0761402988228048
"53",-2.08986040960217,0.206908240848697
"54",2.93194231394466,0.458909951348957
"55",-0.162237966348245,-0.727991465372169
"56",1.41582027653099,0.74171497947491
"57",-0.832445399405581,0.51631777541817
"58",-1.29666823808335,-0.905647920207868
"59",-0.414661527965754,-0.314035704313899
"60",1.00796579560523,1.14139381353822
"61",1.52330338273089,0.302185640274905
"62",-0.645911110617067,-0.608773302723202
"63",-0.675981512360249,-0.776428446899925
"64",1.06878086226761,1.70868213008839
